LIQUIDITY_PROVIDER,TOKEN,POOLNAME,FEES_COLLECTED_USD
0x0202ed9ff0d505f9b064a610199a001cef9977bd,WBTC,WBTC-WETH 3000 60,154.56938144023005
0x0202ed9ff0d505f9b064a610199a001cef9977bd,WETH,WBTC-WETH 3000 60,154.56938144023005
0x5df96a90476e7b66ebe513ba53f36cb090a0117a,MATIC,MATIC-WETH 3000 60,154.4834859371242
0x5df96a90476e7b66ebe513ba53f36cb090a0117a,WETH,MATIC-WETH 3000 60,154.4834859371242
0x83420c847d19423bc96a2df0f9813214a56c6000,WETH,DAI-WETH 3000 60,153.65493219487152
0x83420c847d19423bc96a2df0f9813214a56c6000,DAI,DAI-WETH 3000 60,153.65493219487152
0xea987d95b356b147d9c605aaaba11c6e50051ab3,WETH,WETH-USDT 3000 60,153.6357217939729
0xea987d95b356b147d9c605aaaba11c6e50051ab3,USDT,WETH-USDT 3000 60,153.6357217939729
0x930f7760dc5752fcc24ab9741647fe5a51181145,USDT,FEI-USDT 3000 60,153.51913754335337
0x930f7760dc5752fcc24ab9741647fe5a51181145,FEI,FEI-USDT 3000 60,153.51913754335337
0x4fe915c9eeb3be4c14598ef35e07462b6c060202,WETH,WETH-CRV 10000 200,152.90401843693007
0x4fe915c9eeb3be4c14598ef35e07462b6c060202,CRV,WETH-CRV 10000 200,152.90401843693007
0x8697cb1d4b8c981e9da72bb0cff452771ab10907,EURS,USDC-EURS 500 10,152.8738855998434
0x8697cb1d4b8c981e9da72bb0cff452771ab10907,USDC,USDC-EURS 500 10,152.8738855998434
0x3436523bab464d93fdd82c03ec9a8fb7348c0102,WETH,ERN-WETH 10000 200,152.6784708314843
0x3436523bab464d93fdd82c03ec9a8fb7348c0102,ERN,ERN-WETH 10000 200,152.6784708314843
0xef0da2e33b233054bad981dcf94930fec91cf920,WETH,USDC-WETH 3000 60,152.65428627236574
0xef0da2e33b233054bad981dcf94930fec91cf920,USDC,USDC-WETH 3000 60,152.65428627236574
0xea848d511958ca9dd22af5a37ee0b1a43e79fc04,WETH,HEX-WETH 3000 60,152.4876927113352
0xea848d511958ca9dd22af5a37ee0b1a43e79fc04,HEX,HEX-WETH 3000 60,152.4876927113352
0x280a8675cf1d930c638f4f9eb9dbe75823801d5a,WETH,WETH-CRV 10000 200,152.40797869935136
0x280a8675cf1d930c638f4f9eb9dbe75823801d5a,CRV,WETH-CRV 10000 200,152.40797869935136
0x2993a8b8285c71948f192cfc9aff2825540d2732,WETH,WETH-ECO 3000 60,152.3123870261082
0x2993a8b8285c71948f192cfc9aff2825540d2732,ECO,WETH-ECO 3000 60,152.3123870261082
0x02e7da2fb19469ec942321ccf40a2ac54bf69057,WETH,WETH-USDT 500 10,152.21295704454468
0x02e7da2fb19469ec942321ccf40a2ac54bf69057,USDT,WETH-USDT 500 10,152.21295704454468
0xfe1e4447f5b124227fe45c5e7f0b9c878cf782c3,LINK,LINK-WETH 3000 60,152.0017165620064
0xfe1e4447f5b124227fe45c5e7f0b9c878cf782c3,WETH,LINK-WETH 3000 60,152.0017165620064
0x49a4cbd1a9a166206ea8133a3bb40cb0188c3144,USDC,USDC-WETH 3000 60,151.9910575310556
0x49a4cbd1a9a166206ea8133a3bb40cb0188c3144,WETH,USDC-WETH 3000 60,151.9910575310556
0xf85cbb44ab1644531ec7e08b2fe8f94dabf20ee1,WETH,PRQ-WETH 10000 200,151.89212207302174
0xf85cbb44ab1644531ec7e08b2fe8f94dabf20ee1,PRQ,PRQ-WETH 10000 200,151.89212207302174
0x3c10ec87d7fb9f2fb1b03878fe73876bd0abcd2d,WETH,USDC-WETH 3000 60,151.846660823448
0x3c10ec87d7fb9f2fb1b03878fe73876bd0abcd2d,USDC,USDC-WETH 3000 60,151.846660823448
0x9f5141e8715c6691e75188bda726df54c14721e4,WETH,WETH-GTC 3000 60,151.72893198960375
0x9f5141e8715c6691e75188bda726df54c14721e4,GTC,WETH-GTC 3000 60,151.72893198960375
0x810840a1602d7a990545e012b8b764eac98958eb,SHIB,SHIB-WETH 10000 200,151.49959056267343
0x810840a1602d7a990545e012b8b764eac98958eb,WETH,SHIB-WETH 10000 200,151.49959056267343
0x530cf036ed4fa58f7301a9c788c9806624cefd19,WETH,DAI-WETH 3000 60,151.47357382341139
0x530cf036ed4fa58f7301a9c788c9806624cefd19,DAI,DAI-WETH 3000 60,151.47357382341139
0xe2e542137c7c8edac685584785c28cd20d327835,USDT,WETH-USDT 3000 60,151.4542437398828
0xe2e542137c7c8edac685584785c28cd20d327835,WETH,WETH-USDT 3000 60,151.4542437398828
0x8e95fa30fce8aa9277b5dbfe129c3699340efc29,USDT,WETH-USDT 3000 60,151.3849944261209
0x8e95fa30fce8aa9277b5dbfe129c3699340efc29,WETH,WETH-USDT 3000 60,151.3849944261209
0x61890b45409b17423a1f60f5905b60017848aa86,WETH,ELON-WETH 10000 200,151.36226977344714
0x61890b45409b17423a1f60f5905b60017848aa86,ELON,ELON-WETH 10000 200,151.36226977344714
0x1bf9599a2b2a9befefaac17088f212b351998faa,SUSHI,SUSHI-WETH 3000 60,151.3367712896375
0x1bf9599a2b2a9befefaac17088f212b351998faa,WETH,SUSHI-WETH 3000 60,151.3367712896375
0x2e89a9e33feae350311c943d8644b8288270c99b,WETH,WBTC-WETH 3000 60,151.3163887928306
0x2e89a9e33feae350311c943d8644b8288270c99b,WBTC,WBTC-WETH 3000 60,151.3163887928306
0x5c5a4c31813cdb9b732c95596dc2557b42cfc116,WETH,WETH-TRU 3000 60,151.03304001585366
0x5c5a4c31813cdb9b732c95596dc2557b42cfc116,TRU,WETH-TRU 3000 60,151.03304001585366
0x613360dc1c041cad0859af32e595b9b9a7775e01,USDC,USDC-WETH 10000 200,151.0237530725539
0x613360dc1c041cad0859af32e595b9b9a7775e01,WETH,USDC-WETH 10000 200,151.0237530725539
0x8408c281a6f7e9c9d8d8aaec1ec5358cc259047b,WETH,WETH-ECO 3000 60,151.01700911684966
0x8408c281a6f7e9c9d8d8aaec1ec5358cc259047b,ECO,WETH-ECO 3000 60,151.01700911684966
0x8a82ec02f49a4ed550fd0047e8e3d5c91b3df7f3,WETH,WETH-USDT 3000 60,150.5425812638312
0x990f9a23d2ece1a0cf6840dd1d2c763467a17276,WETH,WETH-USDT 3000 60,150.5425812638312
0x990f9a23d2ece1a0cf6840dd1d2c763467a17276,USDT,WETH-USDT 3000 60,150.5425812638312
0x8a82ec02f49a4ed550fd0047e8e3d5c91b3df7f3,USDT,WETH-USDT 3000 60,150.5425812638312
0xb1607636a470b90cdc95ce8ba132d07ec3c062e3,WETH,UNI-WETH 3000 60,150.48897898543333
0xb1607636a470b90cdc95ce8ba132d07ec3c062e3,UNI,UNI-WETH 3000 60,150.48897898543333
0xf3f041f6bc71658c386940f17fd50d5142d8c510,AGI,AGI-WETH 3000 60,150.4123413979654
0xf3f041f6bc71658c386940f17fd50d5142d8c510,WETH,AGI-WETH 3000 60,150.4123413979654
0x3aa667d05a6aa1115cf4a533c29bb538acd1300c,WETH,AAVE-WETH 3000 60,150.30605458641736
0x3aa667d05a6aa1115cf4a533c29bb538acd1300c,AAVE,AAVE-WETH 3000 60,150.30605458641736
0x031b17cbef134db8be9690a387ce6d5721305553,UNI,UNI-WETH 3000 60,150.25647816331906
0x031b17cbef134db8be9690a387ce6d5721305553,WETH,UNI-WETH 3000 60,150.25647816331906
0x98744b988bb5cfd7f8fab9556b744fc009a70ac8,WBTC,WBTC-WETH 3000 60,150.25216032918868
0x98744b988bb5cfd7f8fab9556b744fc009a70ac8,WETH,WBTC-WETH 3000 60,150.25216032918868
0x58ac48d9a9d91742d1e12affcf3a1f8b3e31a73d,UNI,UNI-USDT 3000 60,150.1695873196517
0x58ac48d9a9d91742d1e12affcf3a1f8b3e31a73d,USDT,UNI-USDT 3000 60,150.1695873196517
0x5a59bbf52246bca0443e583968d661b739e69253,SOCKS,SOCKS-WETH 3000 60,150.15318205349328
0x5a59bbf52246bca0443e583968d661b739e69253,WETH,SOCKS-WETH 3000 60,150.15318205349328
0x89b3e57a6db682895a67c31dfa1cd92dd640013d,WETH,AKITA-WETH 10000 200,149.9688634160826
0x89b3e57a6db682895a67c31dfa1cd92dd640013d,AKITA,AKITA-WETH 10000 200,149.9688634160826
0xd921b982a9cb40c59831727b67e17766a9d387c0,WETH,WETH-TRU 3000 60,149.93601552640905
0xd921b982a9cb40c59831727b67e17766a9d387c0,TRU,WETH-TRU 3000 60,149.93601552640905
0x0a602f69e4f2e05f3c6a4d0164182d6ad0262aa0,WETH,WETH-GTC 3000 60,149.89910051320933
0x0a602f69e4f2e05f3c6a4d0164182d6ad0262aa0,GTC,WETH-GTC 3000 60,149.89910051320933
0xd6c2ca3624f7aadd0e5c3cb54b907d1c6545cdeb,WBTC,WBTC-USDT 3000 60,149.8453532500353
0xd6c2ca3624f7aadd0e5c3cb54b907d1c6545cdeb,USDT,WBTC-USDT 3000 60,149.8453532500353
0x70137758351e0896c654d428f24fda3642cb542b,WETH,USDC-WETH 3000 60,149.74339340657127
0x70137758351e0896c654d428f24fda3642cb542b,USDC,USDC-WETH 3000 60,149.74339340657127
0x125dbe70459b36a4c71664dcc97224eafeb4aee0,DAI,DAI-USDT 500 10,149.72213909282152
0x125dbe70459b36a4c71664dcc97224eafeb4aee0,USDT,DAI-USDT 500 10,149.72213909282152
0xa1fa9d49572df3e9448013e1fcea0e3b729484e8,WETH,WETH-CRV 3000 60,149.63053133811238
0xa1fa9d49572df3e9448013e1fcea0e3b729484e8,CRV,WETH-CRV 3000 60,149.63053133811238
0x2c076d91b9ca5475cd168b018707eea87204baac,WETH,WETH-RARI 3000 60,149.5892429518013
0x2c076d91b9ca5475cd168b018707eea87204baac,RARI,WETH-RARI 3000 60,149.5892429518013
0xd7bde4cf03e448d3e924ec41ad9dbec4894ada91,SHIB,SHIB-WETH 10000 200,149.17353815594544
0xd7bde4cf03e448d3e924ec41ad9dbec4894ada91,WETH,SHIB-WETH 10000 200,149.17353815594544
0xde07abf5663b88fbd0974ee69b3bc75971a29381,USDT,OLY-USDT 10000 200,149.06967580905163
0xde07abf5663b88fbd0974ee69b3bc75971a29381,OLY,OLY-USDT 10000 200,149.06967580905163
0x2f4ada7efe6b1fde3f02d79753c0852de2d49a4b,USDC,USDC-USDT 500 10,149.06047016714263
0x2f4ada7efe6b1fde3f02d79753c0852de2d49a4b,USDT,USDC-USDT 500 10,149.06047016714263
0xa3c3cdb7559a907485f63fd001f4ed855b47e2be,WETH,USDC-WETH 3000 60,149.05939830018556
0xa3c3cdb7559a907485f63fd001f4ed855b47e2be,USDC,USDC-WETH 3000 60,149.05939830018556
0x83a418804de133fbec94b60acfeb1228a6bab9f8,WETH,ETH2x-FLI-WETH 3000 60,148.8740569287824
0x83a418804de133fbec94b60acfeb1228a6bab9f8,ETH2x-FLI,ETH2x-FLI-WETH 3000 60,148.8740569287824
0x524462a5aa012809c23a1b6e573b05038108f7d7,HEX,HEX-USDC 3000 60,148.66516702397917
0x524462a5aa012809c23a1b6e573b05038108f7d7,USDC,HEX-USDC 3000 60,148.66516702397917
0x02fbe79ec806d3966532679098997ff0f2e2cb2c,WETH,VXV-WETH 10000 200,148.56170611797194
0x02fbe79ec806d3966532679098997ff0f2e2cb2c,VXV,VXV-WETH 10000 200,148.56170611797194
0x898f33d4f328424a526ef24aca71a511f11c2491,WETH,WETH-SHADO 10000 200,148.54376559749133
0x898f33d4f328424a526ef24aca71a511f11c2491,SHADO,WETH-SHADO 10000 200,148.54376559749133
0x992996c944b9af80d0bfcaed7c04c8cb27008509,USDC,USDC-WETH 3000 60,148.40061983175718
0x992996c944b9af80d0bfcaed7c04c8cb27008509,WETH,USDC-WETH 3000 60,148.40061983175718
0xe7423d835402c90c34583c6b0fa00de0926566f7,WETH,SHIB-WETH 10000 200,148.2063396724382
0xe7423d835402c90c34583c6b0fa00de0926566f7,SHIB,SHIB-WETH 10000 200,148.2063396724382
0x00f2bb128baba9e2b3a466228759166987e4feb9,TRU,WETH-TRU 3000 60,147.69398881097888
0x00f2bb128baba9e2b3a466228759166987e4feb9,WETH,WETH-TRU 3000 60,147.69398881097888
0x82e2f0ab1d77a862a93edf5a3e64065434fa64f1,DAI,DAI-WETH 3000 60,147.40134069399514
0x82e2f0ab1d77a862a93edf5a3e64065434fa64f1,WETH,DAI-WETH 3000 60,147.40134069399514
0x4096859ef63422f1d9010df09a586525edea2af1,LINK,LINK-WETH 3000 60,147.08548752232272
0x4096859ef63422f1d9010df09a586525edea2af1,WETH,LINK-WETH 3000 60,147.08548752232272
0xf929c7226d2e9a348378ac0f8c73213f5da5413e,WETH,WBTC-WETH 3000 60,147.05057529992476
0xf929c7226d2e9a348378ac0f8c73213f5da5413e,WBTC,WBTC-WETH 3000 60,147.05057529992476
0x887b86b6b6957f7bbea88b8cefd392f39236a88c,MUSE,MUSE-WETH 10000 200,146.7243735296966
0x887b86b6b6957f7bbea88b8cefd392f39236a88c,WETH,MUSE-WETH 10000 200,146.72437352969658
0x9f5141e8715c6691e75188bda726df54c14721e4,GTC,WETH-GTC 10000 200,146.5237934313234
0x9f5141e8715c6691e75188bda726df54c14721e4,WETH,WETH-GTC 10000 200,146.5237934313234
0x1ac1043ff71d557c1868cb82ba35ac78fba6710e,RVP,RVP-WETH 10000 200,146.3613791799077
0x1ac1043ff71d557c1868cb82ba35ac78fba6710e,WETH,RVP-WETH 10000 200,146.3613791799077
0x732a9facd1bdc6ebd927114612ec93610a36ee66,USDC,USDC-WETH 3000 60,146.2845901787527
0x732a9facd1bdc6ebd927114612ec93610a36ee66,WETH,USDC-WETH 3000 60,146.2845901787527
0xa6717eb0cf54ede45f13e7732308b7aaf5bfe08d,WETH,DAI-WETH 3000 60,146.26958042693704
0xa6717eb0cf54ede45f13e7732308b7aaf5bfe08d,DAI,DAI-WETH 3000 60,146.26958042693704
0x07421cb1df77b0674936a600d135c15def9ec2c5,USDC,USDC-WETH 3000 60,146.21607643979232
0x07421cb1df77b0674936a600d135c15def9ec2c5,WETH,USDC-WETH 3000 60,146.21607643979232
0xb1c1018b91aa72bda0588be3af8d648424ef38ff,USDC,USDC-WETH 3000 60,146.18388085353496
0xb1c1018b91aa72bda0588be3af8d648424ef38ff,WETH,USDC-WETH 3000 60,146.18388085353496
0xa0c34bbaa764b2d5e40fbbbcbdb91475167cec82,DAI,DAI-USDC 500 10,146.03994762683175
0xa0c34bbaa764b2d5e40fbbbcbdb91475167cec82,USDC,DAI-USDC 500 10,146.03994762683175
0x168a48acf52e44267b8946f5666c9766ff81a3bb,WETH,UNI-WETH 3000 60,146.011941064563
0x168a48acf52e44267b8946f5666c9766ff81a3bb,UNI,UNI-WETH 3000 60,146.011941064563
0xbb84b9bd2bfc637491311ca915f496afc50265da,WETH,WETH-GOVI 10000 200,145.75187614719715
0xbb84b9bd2bfc637491311ca915f496afc50265da,GOVI,WETH-GOVI 10000 200,145.75187614719715
0x2a98238fd2ab1d6872277ffa2a3bd9035e6b2951,TRU,WETH-TRU 10000 200,145.54150990725336
0x2a98238fd2ab1d6872277ffa2a3bd9035e6b2951,WETH,WETH-TRU 10000 200,145.54150990725336
0x5eaa8bdc315608e8cf873cfaba05e42826f68c4d,WETH,DAI-WETH 3000 60,145.24345053226878
0x5eaa8bdc315608e8cf873cfaba05e42826f68c4d,DAI,DAI-WETH 3000 60,145.24345053226878
0xfded9f5e0ca4b795c24528b24f29415afcdf754b,WETH,BAT-WETH 3000 60,144.94092804370808
0xfded9f5e0ca4b795c24528b24f29415afcdf754b,BAT,BAT-WETH 3000 60,144.94092804370808
0x68e9381a83666c76c1e83bea58d85da92c05ca16,DAI,DAI-WETH 3000 60,144.81322947044418
0x68e9381a83666c76c1e83bea58d85da92c05ca16,WETH,DAI-WETH 3000 60,144.81322947044418
0x2f09942e2166fdcff7bee2d3d34ab3cc304b2ec6,TRU,WETH-TRU 3000 60,144.61373610081708
0x2f09942e2166fdcff7bee2d3d34ab3cc304b2ec6,WETH,WETH-TRU 3000 60,144.61373610081708
0x1224f77d9f0a04bda0f31c731e86c3ebf8573da1,USDC,USDC-WETH 3000 60,144.57229098986366
0x1224f77d9f0a04bda0f31c731e86c3ebf8573da1,WETH,USDC-WETH 3000 60,144.57229098986366
0xf2c8e0f920472661be631f49cf8ee89c9b38d680,WETH,SHIB-WETH 10000 200,144.4519601034805
0xf2c8e0f920472661be631f49cf8ee89c9b38d680,SHIB,SHIB-WETH 10000 200,144.4519601034805
0x29feaa65869e737ad53bfc2325bd8ffed8d27a07,USDT,USDC-USDT 500 10,144.261928621107
0x29feaa65869e737ad53bfc2325bd8ffed8d27a07,USDC,USDC-USDT 500 10,144.261928621107
0x45f1fabf4a349d3dc525c4cb26e024be76f8ddac,WETH,WETH-KICK 10000 200,144.19273919321932
0x45f1fabf4a349d3dc525c4cb26e024be76f8ddac,KICK,WETH-KICK 10000 200,144.19273919321932
0x4636650a4be0f6bfa226c31b537349e9d43df6c0,UNI,UNI-WETH 3000 60,144.19240134105624
0x4636650a4be0f6bfa226c31b537349e9d43df6c0,WETH,UNI-WETH 3000 60,144.19240134105624
0x6730dfa7f1157f5f41f32338dd7da892578ce68e,WBTC,WBTC-WETH 3000 60,143.68599048265892
0x6730dfa7f1157f5f41f32338dd7da892578ce68e,WETH,WBTC-WETH 3000 60,143.68599048265892
0x9279baff56d96b8abbb663cfb4d61ee178b84523,WETH,WETH-USDT 3000 60,143.62134169836753
0x9279baff56d96b8abbb663cfb4d61ee178b84523,USDT,WETH-USDT 3000 60,143.62134169836753
0xe428c3fb75b6be3fecc2bfd026aff04b132fb00c,WETH,RVP-WETH 10000 200,143.34905988909327
0xe428c3fb75b6be3fecc2bfd026aff04b132fb00c,RVP,RVP-WETH 10000 200,143.34905988909327
0x13b6a9aa1adaca0137e6041edf1b2f3de30883f5,WETH,WETH-TRU 10000 200,143.32621947430013
0x13b6a9aa1adaca0137e6041edf1b2f3de30883f5,TRU,WETH-TRU 10000 200,143.32621947430013
0x6b7afcf4c958e604f4222b1a0751c01c67ecda1b,MANA,MANA-WETH 3000 60,143.19657254203696
0x6b7afcf4c958e604f4222b1a0751c01c67ecda1b,WETH,MANA-WETH 3000 60,143.19657254203696
0x35d1ca7a982d65c784361501e0aadb1ab1d4cc1b,USDT,WETH-USDT 3000 60,143.1947336791807
0x35d1ca7a982d65c784361501e0aadb1ab1d4cc1b,WETH,WETH-USDT 3000 60,143.1947336791807
0xf620f8aab76123250697d26c27f7bad1c301257f,ETH2x-FLI,ETH2x-FLI-WETH 3000 60,143.1672513531688
0xf620f8aab76123250697d26c27f7bad1c301257f,WETH,ETH2x-FLI-WETH 3000 60,143.1672513531688
0x30b5e08b700f1060a77b471cbbd01e70e01d62e0,WETH,MATIC-WETH 3000 60,143.10116382646345
0x30b5e08b700f1060a77b471cbbd01e70e01d62e0,MATIC,MATIC-WETH 3000 60,143.10116382646345
0x769a1ef6fbfa918d685ba02f3c2e45cfb902ebf7,WETH,WBTC-WETH 3000 60,143.05151288282147
0x769a1ef6fbfa918d685ba02f3c2e45cfb902ebf7,WBTC,WBTC-WETH 3000 60,143.05151288282147
0xab69f0f571796b8a54010665453a64f167a2a0f3,WETH,LINK-WETH 3000 60,143.04307864389352
0xab69f0f571796b8a54010665453a64f167a2a0f3,LINK,LINK-WETH 3000 60,143.04307864389352
0xeae166ded29e2b8bf8cb6ba35b1ce91544aca526,WETH,USDC-WETH 3000 60,142.8349629468568
0xeae166ded29e2b8bf8cb6ba35b1ce91544aca526,USDC,USDC-WETH 3000 60,142.8349629468568
0x29eef0b685c1b2af171cf32349cc970d60a339a9,WZEC,WZEC-USDC 3000 60,142.79686628384633
0x29eef0b685c1b2af171cf32349cc970d60a339a9,USDC,WZEC-USDC 3000 60,142.79686628384633
0x58ac48d9a9d91742d1e12affcf3a1f8b3e31a73d,RUNE,RUNE-USDT 10000 200,142.3491236447282
0x58ac48d9a9d91742d1e12affcf3a1f8b3e31a73d,USDT,RUNE-USDT 10000 200,142.3491236447282
0x1675fa34fdf9666604d7b5666a3640ad92414dec,USDC,RAI-USDC 500 10,141.77528796191368
0x1675fa34fdf9666604d7b5666a3640ad92414dec,RAI,RAI-USDC 500 10,141.77528796191368
0x40e652fe0ec7329dc80282a6db8f03253046efde,WETH,MKR-WETH 3000 60,141.76903202456384
0x40e652fe0ec7329dc80282a6db8f03253046efde,MKR,MKR-WETH 3000 60,141.76903202456384
0xd1ebde58d68ff230064a193da90857d330fbcc45,WETH,UNI-WETH 3000 60,141.551462331704
0xd1ebde58d68ff230064a193da90857d330fbcc45,UNI,UNI-WETH 3000 60,141.551462331704
0xaaddb6dae54e924648c02eece703dda900208744,DAI,DAI-WETH 3000 60,141.46227960455244
0xaaddb6dae54e924648c02eece703dda900208744,WETH,DAI-WETH 3000 60,141.46227960455244
0xe3ef53d2cc404f0722b0c6c0d32a3f97e5530e16,USDT,WETH-USDT 3000 60,141.15050085251434
0xe3ef53d2cc404f0722b0c6c0d32a3f97e5530e16,WETH,WETH-USDT 3000 60,141.1505008525143
0xf6b0ed4ce3ccf7f65655d61766fb385c787288a1,WETH,NU-WETH 3000 60,141.0904192577175
0xf6b0ed4ce3ccf7f65655d61766fb385c787288a1,NU,NU-WETH 3000 60,141.0904192577175
0x4b90ce3697e753d327033f63c38970cfb6d277ee,UNI,UNI-WETH 3000 60,140.96614246350842
0x4b90ce3697e753d327033f63c38970cfb6d277ee,WETH,UNI-WETH 3000 60,140.96614246350842
0x25e28244e5483cf1b815aa04dab95a804dcc0027,WETH,LEASH-WETH 10000 200,140.85522366004216
0x25e28244e5483cf1b815aa04dab95a804dcc0027,LEASH,LEASH-WETH 10000 200,140.85522366004216
0xc0be71502e88e739af42ad1b9227bbbe5a29bf73,USDC,DAI-USDC 500 10,140.62954741758125
0xc0be71502e88e739af42ad1b9227bbbe5a29bf73,DAI,DAI-USDC 500 10,140.62954741758125
0x36cbb797de5aca786fa8a3b21527e05bb21f6495,WETH,USDC-WETH 3000 60,140.55400353380716
0x36cbb797de5aca786fa8a3b21527e05bb21f6495,USDC,USDC-WETH 3000 60,140.55400353380716
0x2c1d8f1ccc5d1d556968acf63006dae8b3068bfc,OVR,OVR-WETH 10000 200,140.30354540648713
0x2c1d8f1ccc5d1d556968acf63006dae8b3068bfc,WETH,OVR-WETH 10000 200,140.30354540648713
0xee49f82e58a1c2b306720d0c68047cbf70c11fb5,DAI,DAI-WETH 3000 60,140.19320126587576
0xee49f82e58a1c2b306720d0c68047cbf70c11fb5,WETH,DAI-WETH 3000 60,140.19320126587576
0x72af8296d1272deffe909926d1db18ee418542a8,USDC,USDC-WETH 3000 60,139.80143630375892
0x72af8296d1272deffe909926d1db18ee418542a8,WETH,USDC-WETH 3000 60,139.80143630375892
0xfee8e76c8d422921f76b0c10c47bb7ac43767eef,DPI,DPI-WETH 3000 60,139.7581132265243
0xfee8e76c8d422921f76b0c10c47bb7ac43767eef,WETH,DPI-WETH 3000 60,139.7581132265243
0xd505fce5cd73172f748a14fa7113696418362e97,WETH,WETH-TRIBE 3000 60,139.53756005313414
0xd505fce5cd73172f748a14fa7113696418362e97,TRIBE,WETH-TRIBE 3000 60,139.53756005313414
0x2dbf0fe856d69a9a003118bcd5a3d5fc6db5369a,VXV,VXV-WETH 10000 200,139.48945720096535
0x2dbf0fe856d69a9a003118bcd5a3d5fc6db5369a,WETH,VXV-WETH 10000 200,139.48945720096535
0x88b7a44cecd526cd2d424b0a4cc2bbb26341dd8f,WETH,WBTC-WETH 3000 60,139.11174604508636
0x88b7a44cecd526cd2d424b0a4cc2bbb26341dd8f,WBTC,WBTC-WETH 3000 60,139.11174604508636
0x8e8497516e99fe9ce1c3d112a4d90b59e1e0527b,RVP,RVP-WETH 10000 200,138.8755141031158
0x8e8497516e99fe9ce1c3d112a4d90b59e1e0527b,WETH,RVP-WETH 10000 200,138.8755141031158
0xc28f85d6a2cd2252dac06f3db42a17033c4e7791,WETH,WETH-TRU 3000 60,138.03894000573612
0xc28f85d6a2cd2252dac06f3db42a17033c4e7791,TRU,WETH-TRU 3000 60,138.03894000573612
0xc8d9a5d8cae035624b22f1583b09cb69b8501c21,WETH,USDC-WETH 3000 60,138.0276570567268
0xc8d9a5d8cae035624b22f1583b09cb69b8501c21,USDC,USDC-WETH 3000 60,138.0276570567268
0x0fece59fafe7013ae3fd53b91e4ee42d9d87fd63,WETH,RVP-WETH 10000 200,137.60715615083794
0x0fece59fafe7013ae3fd53b91e4ee42d9d87fd63,RVP,RVP-WETH 10000 200,137.60715615083794
0xca8743f7d4aeadb20ac0980365ca12f3f363c1e3,AMPL,WETH-AMPL 3000 60,137.60456740908543
0xca8743f7d4aeadb20ac0980365ca12f3f363c1e3,WETH,WETH-AMPL 3000 60,137.60456740908543
0xd4ad4c9afd618e86459156edd80c179cdc7f1456,WETH,WBTC-WETH 3000 60,137.54655261547492
0xd4ad4c9afd618e86459156edd80c179cdc7f1456,WBTC,WBTC-WETH 3000 60,137.54655261547492
0x0bfe065d23f0dcfee35c96179e1e557724e3cde3,SHIB,SHIB-WETH 10000 200,137.26491886021194
0x0bfe065d23f0dcfee35c96179e1e557724e3cde3,WETH,SHIB-WETH 10000 200,137.26491886021194
0x449867a1ade267aa9a66e1ee708e3fba578b9524,USDC,USDC-WETH 3000 60,137.14749209454914
0x449867a1ade267aa9a66e1ee708e3fba578b9524,WETH,USDC-WETH 3000 60,137.14749209454914
0x214f14d1bae354174e940d53b60c59fa6ff5aaac,DAI,DAI-USDC 500 10,137.0860615496437
0x214f14d1bae354174e940d53b60c59fa6ff5aaac,USDC,DAI-USDC 500 10,137.0860615496437
0x1dfc6c47fabbc2b97e6a379c80dc3f76d43c869c,WETH,RLC-WETH 3000 60,137.08277076709462
0x1dfc6c47fabbc2b97e6a379c80dc3f76d43c869c,RLC,RLC-WETH 3000 60,137.08277076709462
0x361e7797fc8651dbb066b533045bd9f84e7acbbb,RVP,RVP-WETH 10000 200,136.87383639868253
0x361e7797fc8651dbb066b533045bd9f84e7acbbb,WETH,RVP-WETH 10000 200,136.87383639868253
0x45f1fabf4a349d3dc525c4cb26e024be76f8ddac,WETH,CELR-WETH 10000 200,136.80242676145753
0x45f1fabf4a349d3dc525c4cb26e024be76f8ddac,CELR,CELR-WETH 10000 200,136.80242676145753
0x4fe915c9eeb3be4c14598ef35e07462b6c060202,WETH,ETH2x-FLI-WETH 3000 60,136.75267293309793
0x4fe915c9eeb3be4c14598ef35e07462b6c060202,ETH2x-FLI,ETH2x-FLI-WETH 3000 60,136.75267293309793
0xc60b940bdda6428ee5da0a436f66ef3679c7673e,UNI,UNI-WETH 3000 60,136.70092733623025
0xc60b940bdda6428ee5da0a436f66ef3679c7673e,WETH,UNI-WETH 3000 60,136.70092733623025
0xd58486cd97dabaa73cd4a56e507d0fa3f167bb10,WETH,SHIB-WETH 10000 200,136.48096284017177
0xd58486cd97dabaa73cd4a56e507d0fa3f167bb10,SHIB,SHIB-WETH 10000 200,136.48096284017177
0x71ac6861553a242a71aef1d349ff40b485d43895,WETH,USDC-WETH 3000 60,136.27738860807284
0x71ac6861553a242a71aef1d349ff40b485d43895,USDC,USDC-WETH 3000 60,136.27738860807284
0xfed549d0993249fa138adcbd3eeaf8cb3e4db4b4,WETH,LEASH-WETH 10000 200,136.1797102970089
0xfed549d0993249fa138adcbd3eeaf8cb3e4db4b4,LEASH,LEASH-WETH 10000 200,136.1797102970089
0xc28f85d6a2cd2252dac06f3db42a17033c4e7791,WETH,QUICK-WETH 3000 60,135.86002309750992
0xc28f85d6a2cd2252dac06f3db42a17033c4e7791,QUICK,QUICK-WETH 3000 60,135.86002309750992
0xa35d0c0e89f17e89f154018bdc02b309888701ca,USDC,USDC-WETH 3000 60,135.72102330835284
